"id","child_age","age","sex","education","race","latino","metropolis","employment","employment_type","partner_in_house","n_of_children","work_hours","day","day_off","elderly_care","childcare","sleep","insomnia","getting_ready","in_house","in_garden","vehicles","time_with_children","school_children","doctor_children","work","hobby_income","courses","shopping","services","departments","free_time","culture","sport","watching_sport","religion","phone","travel","any_children","earnings"
4208,13,36,"F","secondary","black","non-latino","metropolis","employed","full-time","no partner",1,36,"sunday",FALSE,NA,0,950,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,25,1,648
4209,NA,57,"M","secondary","white","non-latino","non-metropolis","employed","full-time","no partner",0,50,"tuesday",FALSE,NA,0,450,0,0,0,0,0,0,0,0,600,0,0,0,0,0,130,0,0,0,0,0,40,0,NA
4210,0,35,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",1,37,"sunday",FALSE,NA,610,420,0,60,205,0,0,410,0,0,0,0,0,45,0,0,80,0,0,0,0,0,30,1,1153.84
4211,NA,45,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,462,0,944,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,NA
4212,NA,27,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",0,35,"saturday",FALSE,NA,0,485,0,45,30,0,0,0,0,0,0,0,0,50,0,0,330,0,0,0,20,0,75,0,576
4213,NA,76,"M","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,8,0,NA
4214,NA,74,"M","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"monday",FALSE,NA,0,450,0,0,0,180,0,0,0,0,0,0,0,0,0,0,90,0,0,0,180,0,0,0,NA
4215,NA,59,"F","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,40,"wednesday",FALSE,NA,0,480,0,60,0,0,0,0,0,0,515,0,0,0,0,0,95,0,0,0,0,0,80,0,576
4216,4,31,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",3,NA,"saturday",FALSE,NA,145,520,0,25,90,0,45,290,0,0,0,0,0,0,0,0,295,0,0,0,0,0,70,1,NA
4217,NA,53,"F","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,60,"sunday",FALSE,NA,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,40,0,2884.61
4218,4,16,"M","primary","white","non-latino","metropolis","not in the labor force",NA,"no partner",4,NA,"sunday",FALSE,NA,0,540,0,5,0,0,0,0,0,0,0,0,0,0,0,0,310,0,90,0,250,0,120,1,NA
4219,NA,75,"M","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,690,0,15,0,0,0,0,0,0,0,0,0,0,0,0,695,0,0,0,0,0,0,0,NA
4220,2,19,"M","secondary","black","non-latino","metropolis","unemployed",NA,"no partner",2,NA,"monday",FALSE,NA,0,635,0,30,8,0,0,0,0,0,0,0,153,45,0,0,0,0,0,0,0,337,159,1,NA
4221,NA,80,"F","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"no partner",0,NA,"thursday",FALSE,NA,0,495,0,360,0,0,0,0,0,0,0,0,0,225,0,0,60,0,0,0,0,0,120,0,NA
4222,NA,63,"F","secondary","white","latino","non-metropolis","employed","full-time","partner",0,40,"saturday",FALSE,NA,0,615,0,0,180,0,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,1000
4223,1,34,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",3,40,"sunday",FALSE,NA,671,570,0,10,0,0,0,199,0,0,0,0,0,10,0,0,280,0,120,0,0,0,51,1,1134.61
4224,10,59,"M","secondary","white","non-latino","metropolis","employed","half-time","partner",2,NA,"thursday",FALSE,0,30,600,0,75,0,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,0,150,1,NA
4225,NA,72,"F","secondary","black","non-latino","non-metropolis","not in the labor force",NA,"no partner",0,NA,"tuesday",FALSE,NA,0,480,0,0,0,20,0,0,0,0,0,0,0,40,0,0,732,0,0,0,0,0,35,0,NA
4226,NA,65,"M","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,600,0,30,0,0,0,0,0,0,0,0,0,0,0,0,702,0,0,0,0,0,36,0,NA
4227,NA,53,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",0,45,"friday",FALSE,NA,0,450,0,35,0,0,0,0,0,0,605,0,0,120,0,0,95,0,0,0,0,0,90,0,120
4228,NA,43,"F","tertiary","white","non-latino","non-metropolis","employed","half-time","no partner",0,19,"sunday",FALSE,NA,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,130.8
4229,6,40,"M","tertiary","asian","non-latino","metropolis","employed","full-time","partner",1,40,"saturday",FALSE,NA,680,630,0,0,60,0,0,60,0,0,0,0,0,240,0,0,240,0,60,0,0,0,60,1,1153.84
4230,NA,74,"M","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"saturday",FALSE,NA,0,510,0,0,0,90,0,0,0,0,0,0,0,30,0,0,639,0,0,0,0,0,6,0,NA
4231,17,54,"M","secondary","asian","non-latino","metropolis","employed","full-time","partner",1,50,"monday",FALSE,NA,0,510,0,60,180,0,0,0,60,0,0,0,0,0,0,0,360,0,0,0,0,0,0,1,NA
4232,NA,85,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"wednesday",FALSE,NA,0,485,0,65,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,40,160,0,NA
4233,NA,30,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",0,40,"thursday",FALSE,NA,0,480,0,30,0,0,0,0,0,0,530,0,0,0,0,0,215,0,0,0,10,0,80,0,600
4234,1,79,"F","secondary","white","non-latino","non-metropolis","employed","full-time","no partner",1,40,"saturday",FALSE,NA,0,430,0,45,0,0,0,30,0,0,720,0,0,35,0,0,30,0,0,0,0,0,105,1,442
4235,NA,61,"F","tertiary","white","non-latino","non-metropolis","not in the labor force",NA,"partner",0,NA,"sunday",FALSE,NA,0,720,0,30,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,NA
4236,NA,61,"M","tertiary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,669,0,20,30,0,0,0,0,0,0,0,0,0,35,0,315,0,0,0,90,15,140,0,NA
4237,14,47,"M","secondary","white","latino","metropolis","employed","full-time","partner",1,35,"friday",FALSE,NA,0,390,0,45,0,0,0,80,0,0,480,0,0,0,0,0,265,0,0,0,0,0,55,1,337.75
4238,13,16,"M","primary","white","non-latino","non-metropolis","employed","half-time","no partner",2,6,"saturday",FALSE,NA,0,415,0,35,0,270,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,255,1,126
4239,NA,47,"F","primary","white","latino","metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,0,0,0,0,0,0,0,NA
4240,NA,32,"M","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,75,"thursday",FALSE,17,0,450,60,40,0,0,0,0,0,0,766,0,0,0,0,0,49,0,0,0,0,0,33,0,NA
4241,0,34,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,40,"thursday",FALSE,NA,108,510,0,90,0,0,0,150,0,0,495,15,0,0,0,0,95,0,0,0,0,0,70,1,1384.61
4242,NA,75,"F","primary","white","non-latino","non-metropolis","not in the labor force",NA,"partner",0,NA,"tuesday",FALSE,NA,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,NA
4243,NA,57,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",0,50,"saturday",FALSE,NA,0,580,0,30,40,0,0,0,0,0,585,0,0,0,0,0,35,0,0,0,0,0,0,0,1538.46
4244,17,19,"M","secondary","white","non-latino","non-metropolis","employed","full-time","no partner",1,38,"saturday",FALSE,NA,0,510,0,0,0,0,105,0,0,0,0,0,0,0,0,0,120,0,90,0,0,0,145,1,420
4245,NA,54,"M","secondary","white","latino","metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,540,0,30,0,0,0,0,0,0,0,0,0,20,0,0,768,0,0,0,0,0,30,0,NA
4246,0,22,"F","primary","white","latino","non-metropolis","not in the labor force",NA,"partner",2,NA,"sunday",FALSE,NA,450,495,0,60,150,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,NA
4247,NA,58,"F","tertiary","white","latino","metropolis","not in the labor force",NA,"partner",0,NA,"thursday",FALSE,NA,0,488,0,135,30,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,40,0,NA
4248,NA,35,"M","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,50,"monday",FALSE,NA,0,410,0,40,0,0,0,0,0,0,613,0,0,10,0,0,130,0,60,0,0,0,85,0,NA
4249,NA,58,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"saturday",FALSE,NA,0,450,0,25,90,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,86,0,NA
4250,10,16,"M","primary","white","latino","metropolis","not in the labor force",NA,"no partner",2,NA,"sunday",FALSE,NA,660,760,0,20,0,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0,0,0,1,NA
4251,6,59,"M","secondary","white","non-latino","metropolis","employed","full-time","no partner",2,40,"thursday",FALSE,NA,385,370,0,45,150,0,15,93,5,0,0,0,0,25,0,0,130,0,0,0,150,9,78,1,480
4252,1,21,"F","secondary","black","non-latino","metropolis","unemployed",NA,"no partner",1,NA,"friday",FALSE,NA,605,675,0,0,0,0,0,160,0,0,0,0,0,0,0,0,285,0,0,0,0,0,80,1,NA
4253,14,55,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,40,"wednesday",FALSE,NA,0,429,0,25,0,0,0,0,0,0,885,0,0,0,0,0,0,0,0,0,0,0,25,1,846.15
4254,10,42,"F","tertiary","white","non-latino","metropolis","employed","full-time","no partner",2,60,"friday",FALSE,NA,285,330,0,30,0,0,0,120,0,0,530,0,0,0,0,0,240,0,0,0,0,0,120,1,1280
4255,5,38,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",1,60,"saturday",FALSE,NA,210,540,0,30,15,435,0,60,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,1,2884.61
4256,1,29,"F","secondary","white","non-latino","metropolis","employed","half-time","partner",3,30,"friday",FALSE,NA,635,475,0,65,60,0,0,100,0,0,245,0,0,60,0,0,60,0,45,0,10,25,80,1,NA
4257,NA,66,"F","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,35,"friday",FALSE,NA,0,450,0,50,90,0,0,0,0,0,445,0,0,15,0,0,240,0,15,0,0,0,80,0,700
4258,NA,77,"M","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"thursday",FALSE,NA,0,475,0,80,20,120,0,0,0,0,0,0,0,50,0,0,144,103,0,0,0,0,173,0,NA
4259,NA,57,"F","secondary","white","latino","metropolis","not in the labor force",NA,"no partner",0,NA,"wednesday",FALSE,NA,0,690,0,140,180,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,NA
4260,7,33,"F","secondary","white","non-latino","non-metropolis","employed","half-time","no partner",3,24,"wednesday",FALSE,6,261,510,0,45,95,0,0,124,0,0,0,0,0,75,0,0,66,0,0,0,0,15,180,1,240
4261,NA,60,"M","secondary","white","non-latino","non-metropolis","employed","full-time","no partner",0,37,"sunday",FALSE,NA,0,490,0,120,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,65,0,625
4262,NA,50,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",0,75,"sunday",FALSE,NA,0,450,0,0,0,0,0,0,0,0,5,0,0,465,0,0,275,0,0,0,0,0,65,0,NA
4263,9,41,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",1,40,"monday",FALSE,NA,225,450,0,65,0,0,0,15,65,0,546,0,0,0,0,0,0,0,0,130,0,0,44,1,961
4264,NA,60,"F","tertiary","white","non-latino","metropolis","employed","half-time","no partner",0,21,"sunday",FALSE,NA,0,240,0,45,0,0,0,0,0,0,0,40,0,0,0,0,789,0,0,0,110,0,30,0,423.07
4265,NA,31,"M","secondary","white","latino","metropolis","employed","full-time","partner",0,45,"monday",FALSE,NA,0,450,0,55,0,0,0,0,0,0,510,0,0,0,0,0,15,0,105,0,0,0,80,0,746.8
4266,NA,25,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",0,45,"tuesday",FALSE,NA,0,380,0,30,0,0,0,0,0,0,960,0,0,0,0,0,20,0,0,0,0,0,10,0,800
4267,NA,63,"M","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"friday",FALSE,NA,0,495,0,15,0,0,0,0,0,0,0,0,0,0,0,0,30,0,535,0,0,0,55,0,NA
4268,14,34,"M","secondary","white","latino","metropolis","employed","full-time","partner",1,50,"monday",FALSE,NA,0,539,0,35,0,285,0,31,0,0,60,0,0,0,0,0,65,0,60,0,0,0,40,1,NA
4269,NA,71,"F","tertiary","black","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"thursday",FALSE,NA,0,510,0,60,10,0,0,0,0,0,0,0,0,60,0,0,255,0,0,0,0,0,75,0,NA
4270,NA,78,"M","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"partner",0,NA,"saturday",FALSE,NA,0,640,0,0,0,0,60,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,40,0,NA
4271,NA,26,"M","secondary","white","latino","metropolis","employed","full-time","no partner",0,40,"monday",FALSE,NA,0,555,0,25,0,0,0,0,0,0,590,0,0,0,0,0,105,0,0,0,0,0,67,0,480
4272,NA,85,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"tuesday",FALSE,NA,0,458,0,70,87,60,0,0,0,0,0,0,0,65,0,0,473,0,0,0,0,0,67,0,NA
4273,4,42,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",3,45,"sunday",FALSE,NA,314,613,0,70,60,30,0,57,0,0,216,0,0,80,0,0,60,0,0,0,0,0,74,1,80
4274,11,49,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",1,NA,"sunday",FALSE,NA,690,570,0,30,0,180,0,0,120,0,0,0,0,0,0,0,120,0,0,0,0,0,180,1,NA
4275,14,41,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",1,60,"sunday",FALSE,NA,0,429,0,35,28,0,0,0,0,0,580,0,0,42,0,0,115,0,0,0,0,0,50,1,618.21
4276,13,16,"M","primary","white","non-latino","metropolis","not in the labor force",NA,"no partner",3,NA,"sunday",FALSE,NA,0,640,0,50,0,0,0,0,0,0,0,270,0,0,0,0,180,0,0,0,0,0,0,1,NA
4277,NA,51,"M","secondary","white","non-latino","metropolis","employed","half-time","no partner",0,8,"saturday",FALSE,NA,0,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,150,0,NA
4278,NA,40,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",0,40,"monday",FALSE,NA,0,445,0,85,0,0,0,0,0,0,476,0,0,0,0,0,48,0,0,0,0,52,164,0,576.92
4279,2,48,"M","secondary","black","non-latino","metropolis","employed","full-time","partner",2,72,"saturday",FALSE,NA,780,585,0,30,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,60,0,1,460.8
4280,NA,80,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,650,0,20,0,220,0,0,0,0,0,0,0,0,0,0,155,0,0,0,80,18,45,0,NA
4281,NA,57,"F","primary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,570,0,10,0,0,0,0,0,0,0,0,0,30,0,0,450,0,0,0,0,0,145,0,NA
4282,6,17,"M","secondary","white","latino","metropolis","employed","half-time","no partner",3,15,"sunday",FALSE,NA,0,480,0,60,0,0,0,0,0,0,0,0,0,0,0,0,240,0,470,0,0,0,30,1,120
4283,NA,80,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"tuesday",FALSE,NA,0,440,0,100,130,20,0,0,0,0,0,0,0,65,0,0,440,0,0,0,0,0,50,0,NA
4284,NA,66,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"wednesday",FALSE,NA,0,530,0,10,150,45,0,0,0,0,0,0,0,30,0,0,240,0,0,0,0,30,100,0,NA
4285,6,37,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,45,"sunday",FALSE,NA,645,720,0,55,30,0,0,25,0,0,0,0,0,0,0,0,125,0,30,0,80,0,51,1,980.76
4286,1,35,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",3,40,"friday",FALSE,NA,335,345,0,65,30,0,0,40,0,0,505,0,0,25,0,0,135,0,0,0,0,10,135,1,892.4
4287,NA,48,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,810,0,90,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,10,0,NA
4288,NA,80,"M","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",0,NA,"sunday",FALSE,NA,0,660,0,70,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,110,0,NA
4289,NA,80,"M","secondary","white","non-latino","metropolis","employed","half-time","partner",0,15,"thursday",FALSE,NA,0,605,0,45,30,0,0,0,0,0,15,0,0,0,0,0,190,0,0,0,0,15,0,0,122.44
4290,NA,21,"F","secondary","white","latino","metropolis","employed","half-time","no partner",0,16,"thursday",FALSE,NA,0,480,0,45,0,0,0,0,0,0,0,0,436,0,0,0,70,0,90,0,0,0,33,0,160
4291,NA,73,"M","tertiary","white","non-latino","non-metropolis","not in the labor force",NA,"partner",0,NA,"saturday",FALSE,NA,0,525,0,35,0,330,0,0,0,0,0,0,0,0,0,0,275,0,75,0,0,0,0,0,NA
4292,1,60,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",3,60,"saturday",FALSE,NA,0,480,0,70,0,0,0,5,120,0,465,0,0,0,0,0,130,0,0,0,0,0,80,1,NA
4293,NA,73,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"wednesday",FALSE,NA,0,390,0,90,0,0,0,0,0,0,0,0,0,125,0,0,348,0,0,0,150,0,197,0,NA
4294,5,41,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",2,56,"saturday",FALSE,NA,0,540,0,5,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,0,0,0,10,1,1596.15
4295,5,34,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",4,40,"saturday",FALSE,NA,453,262,0,15,180,0,0,5,0,0,420,0,0,0,0,0,63,0,0,0,0,75,150,1,586.76
4296,NA,72,"F","secondary","black","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"thursday",FALSE,NA,0,465,0,105,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,NA
4297,0,47,"M","secondary","other","non-latino","metropolis","unemployed",NA,"partner",1,NA,"sunday",FALSE,NA,320,715,0,60,5,0,0,90,0,0,0,0,0,60,0,0,190,0,0,0,75,5,10,1,NA
4298,0,34,"F","tertiary","black","non-latino","metropolis","employed","full-time","partner",2,50,"thursday",FALSE,NA,45,510,0,0,0,0,0,168,0,0,493,0,0,30,0,0,45,0,0,0,0,0,134,1,1230.76
4299,NA,64,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",0,80,"sunday",FALSE,NA,0,570,0,0,0,0,0,0,0,0,0,0,0,180,0,0,140,0,225,0,0,0,190,0,NA
4300,NA,71,"F","secondary","black","non-latino","non-metropolis","not in the labor force",NA,"partner",0,NA,"wednesday",FALSE,NA,0,704,0,40,30,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,170,0,10,0,NA
4301,NA,56,"M","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"saturday",FALSE,NA,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,60,0,0,NA
4302,NA,53,"F","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,38,"friday",FALSE,NA,0,845,0,30,0,0,0,0,0,0,340,0,0,10,0,0,120,0,0,0,0,0,88,0,380
4303,NA,62,"F","secondary","asian","non-latino","metropolis","employed","full-time","no partner",0,40,"thursday",FALSE,NA,0,610,0,30,10,0,0,0,0,0,535,0,0,0,0,0,30,0,0,0,0,0,40,0,460
4304,NA,80,"F","primary","white","latino","metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,NA
4305,3,42,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,40,"saturday",FALSE,NA,297,480,0,30,138,0,0,150,0,0,0,0,0,75,0,0,0,0,0,0,0,0,72,1,2134.61
4306,17,49,"F","tertiary","white","latino","metropolis","not in the labor force",NA,"partner",1,NA,"tuesday",FALSE,NA,0,468,0,206,210,0,0,26,0,0,0,0,0,120,0,0,120,0,0,0,0,0,100,1,NA
4307,NA,55,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",0,40,"saturday",FALSE,NA,0,510,0,45,45,0,0,0,0,0,0,0,0,0,0,0,225,150,0,0,0,0,65,0,980.76
4308,5,60,"F","secondary","white","non-latino","non-metropolis","employed","full-time","no partner",1,40,"tuesday",FALSE,NA,135,660,0,0,120,0,0,60,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,1,378
4309,4,39,"M","secondary","white","non-latino","non-metropolis","employed","full-time","partner",2,45,"thursday",FALSE,NA,205,410,0,15,5,0,0,30,60,0,545,0,0,0,0,0,295,0,0,0,0,0,30,1,1000
4310,4,40,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"partner",3,NA,"sunday",FALSE,NA,481,540,0,40,60,0,0,309,0,0,0,0,0,5,0,0,325,0,0,0,0,0,46,1,NA
4311,NA,62,"M","tertiary","white","non-latino","metropolis","employed","full-time","partner",0,NA,"saturday",FALSE,NA,0,390,0,60,0,0,0,0,0,0,315,0,0,55,0,0,365,0,0,0,0,0,130,0,1750
4312,NA,80,"M","tertiary","white","non-latino","metropolis","employed","full-time","no partner",0,44,"wednesday",FALSE,NA,0,480,0,45,60,0,0,0,0,0,375,75,0,0,0,0,30,0,0,0,0,0,105,0,576.92
4313,2,32,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,40,"friday",FALSE,NA,239,385,0,45,35,0,0,63,0,0,459,0,0,0,0,0,0,0,0,0,0,20,194,1,1461.53
4314,13,49,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",2,45,"sunday",FALSE,NA,0,450,0,50,150,0,0,75,0,0,105,0,0,115,0,0,120,0,0,0,90,0,160,1,1550
4315,NA,27,"M","tertiary","black","non-latino","metropolis","employed","full-time","no partner",0,40,"sunday",FALSE,NA,0,780,0,45,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,135,0,150,0,1153
4316,NA,61,"F","tertiary","white","latino","metropolis","employed","full-time","partner",0,35,"saturday",FALSE,1045,0,375,0,20,0,330,0,0,0,0,0,0,0,0,0,0,60,115,120,0,0,0,60,0,210
4317,2,29,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"partner",2,NA,"sunday",FALSE,NA,590,520,0,30,120,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,NA
4318,NA,52,"F","secondary","other","non-latino","metropolis","employed","full-time","no partner",0,50,"tuesday",FALSE,NA,0,378,0,60,185,0,0,0,0,0,558,0,0,10,0,0,60,0,0,0,0,0,105,0,673.07
4319,14,19,"F","secondary","asian","non-latino","metropolis","unemployed",NA,"no partner",1,NA,"wednesday",FALSE,NA,0,420,0,0,0,0,0,0,0,0,0,0,0,120,0,0,190,0,0,150,0,0,150,1,NA
4320,NA,72,"F","secondary","white","non-latino","non-metropolis","not in the labor force",NA,"partner",0,NA,"sunday",FALSE,NA,0,510,0,120,0,45,0,0,0,0,0,0,0,0,0,0,280,0,0,0,60,0,150,0,NA
4321,NA,64,"M","secondary","white","latino","metropolis","employed","full-time","no partner",0,40,"saturday",FALSE,930,0,450,0,60,0,0,0,0,0,0,0,0,0,120,0,0,425,0,0,0,0,0,65,0,480
4322,14,41,"F","secondary","white","latino","metropolis","not in the labor force",NA,"no partner",1,NA,"saturday",FALSE,NA,0,705,0,45,240,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,1,NA
4323,9,37,"M","secondary","white","latino","metropolis","employed","full-time","partner",2,40,"sunday",FALSE,NA,120,979,0,40,0,0,120,0,0,0,0,0,0,60,0,0,60,0,0,0,0,0,90,1,600
4324,2,25,"F","secondary","black","non-latino","metropolis","employed","full-time","no partner",1,40,"wednesday",FALSE,NA,271,340,5,120,0,0,0,105,0,0,460,0,0,10,0,0,60,0,0,0,0,0,127,1,208.33
4325,NA,63,"F","secondary","white","non-latino","metropolis","employed","full-time","partner",0,40,"friday",FALSE,NA,0,210,30,60,0,0,0,0,0,0,533,0,0,30,0,0,365,0,0,0,0,0,35,0,450
4326,NA,23,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"wednesday",FALSE,NA,0,510,0,30,0,0,0,0,0,0,0,0,0,40,0,0,200,0,0,0,0,0,40,0,NA
4327,NA,54,"F","tertiary","white","non-latino","metropolis","employed","full-time","partner",0,45,"monday",FALSE,NA,0,435,0,75,0,0,0,0,0,0,480,0,0,0,0,0,240,0,45,0,0,0,90,0,1826.92
4328,NA,44,"F","secondary","white","non-latino","metropolis","employed","full-time","no partner",0,55,"sunday",FALSE,NA,0,660,0,60,60,0,0,0,0,0,1,0,0,0,0,0,614,0,0,0,0,30,0,0,690
4329,14,41,"F","secondary","white","latino","metropolis","employed","full-time","no partner",1,40,"friday",FALSE,NA,0,440,0,70,0,0,0,1,0,0,592,0,0,0,0,0,90,0,0,0,0,0,32,1,700
4330,NA,33,"F","secondary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"sunday",FALSE,NA,0,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,20,0,0,15,0,0,NA
4331,7,29,"M","secondary","white","non-latino","non-metropolis","employed","full-time","no partner",3,35,"monday",FALSE,NA,130,510,0,30,0,0,0,235,60,0,297,0,0,10,0,0,85,0,0,0,0,0,93,1,253.75
4332,10,64,"M","secondary","white","non-latino","non-metropolis","employed","full-time","partner",1,70,"saturday",FALSE,NA,350,540,0,0,0,0,0,0,0,0,660,0,0,0,0,0,80,0,0,0,0,0,120,1,2307.46
4333,6,33,"F","secondary","white","non-latino","metropolis","employed","full-time","no partner",1,40,"saturday",FALSE,NA,825,360,0,0,0,0,0,15,0,0,150,0,0,0,0,0,545,140,0,0,0,0,140,1,950
4334,14,43,"M","secondary","white","non-latino","metropolis","employed","full-time","partner",2,43,"sunday",FALSE,NA,0,510,0,30,0,300,0,10,0,0,0,0,0,0,0,0,272,0,30,0,0,0,48,1,NA
4335,NA,70,"F","tertiary","white","non-latino","metropolis","not in the labor force",NA,"no partner",0,NA,"friday",FALSE,NA,0,360,0,30,80,60,0,0,0,0,0,0,0,60,15,0,510,0,0,0,0,90,30,0,NA
